username, created_at, lng, lat, text
noykestweet, Fri Apr 24 03:08:41 +0000 2020, -90.270335, 30.035551, The Zumba® Routine of the Week is @cynditeam’s “Girls Just Want To Have Fun!!!”  PLEASE REPOST!!!  Thanks to the ch… https://t.co/pwlIZjTsAc 
jaggerhdzz, Fri Apr 24 03:08:41 +0000 2020, -98.540651, 29.417501, @itsnotyesitis speak up....... 
BoltVox, Fri Apr 24 03:08:41 +0000 2020, -117.851089, 33.842863, @diidlake Oh man terrible 
burger_film, Fri Apr 24 03:08:41 +0000 2020, -90.329325, 38.799436, Why did she fuck her friend man??? 
BodyMri, Fri Apr 24 03:08:41 +0000 2020, -75.117998, 40.004866, @livinmuhlyfe @ScottPresler @realDonaldTrump @stevestivers 🤮 
FreeLetMeRock, Fri Apr 24 03:08:41 +0000 2020, -76.069946, 36.802541, Queen or Brooks best LBs left 
JonathanViacava, Fri Apr 24 03:08:41 +0000 2020, -122.630908, 45.536402, @Kaycool82 @TMobile @TMobileGear @JonFreier @MikeSievert https://t.co/jdMVJbW0AI 
ErikAndoNUFC, Fri Apr 24 03:08:42 +0000 2020, -74.066663, 40.718001, I’ve never been more excited to vote. I CANNOT wait to vote him out!!!! 
iBeRossah, Fri Apr 24 03:08:42 +0000 2020, -117.104989, 32.810012, This is sum B’s 🙄 
brianajoo, Fri Apr 24 03:08:42 +0000 2020, -97.672732, 30.519340, 👏🏽👏🏽 
SezginEminolu1, Fri Apr 24 03:08:42 +0000 2020, -79.430018, 42.847226, Sevmekte zor unutmakta zor ,kaldık iki zor,un arasında. 
tony_oglesby, Fri Apr 24 03:08:42 +0000 2020, -82.865903, 34.107676, You only as good as your last game. Especially when you playing against elite talent like the SEC 🤷🏾‍♂️. 
adri_Un, Fri Apr 24 03:08:42 +0000 2020, -74.209999, 40.824905, @SophieeTru Jajaja a mi cuesta que me hagan sorpresas porque siempre lo intuyo! Solo mi despedida si fue una súper sorpresa🥰🥳 
laceymariej, Fri Apr 24 03:08:42 +0000 2020, -91.401008, 30.937336, Cause baby...🤦🏿‍♀️ 
DJLightFighter, Fri Apr 24 03:08:42 +0000 2020, -115.234435, 36.018805, @chizzy_getsbusy Djax fast 
TeamDavis12, Fri Apr 24 03:08:42 +0000 2020, -81.520478, 41.588460, @ebiz42 I’m glad he didn’t make it to Baltimore I think they would’ve taken him 
rodneyconyersjr, Fri Apr 24 03:08:42 +0000 2020, -96.053431, 41.275721, Hi everyone I hope you’re doing well. Here’s a tipsy piano rendition of Michael Jackson’s Remember The Time lol https://t.co/K9dren5256 
Kofdiamonds_, Fri Apr 24 03:08:42 +0000 2020, -80.230358, 26.164865, 😭😭 
michaelrvorpahl, Fri Apr 24 03:08:42 +0000 2020, -116.089270, 34.134218, @CoreyMenzinger Dead bro. 🤣💀 
quinnperugini, Fri Apr 24 03:08:42 +0000 2020, -100.076888, 31.168893, i hope that it was worth it fucking josslyn 
tinacochina, Fri Apr 24 03:08:42 +0000 2020, -97.754724, 30.323346, Mom is laying on the couch semi nude. Just dazed. Baby is getting attention and oxygen and mom is just trying to ge… https://t.co/tF1e3dqXOn 
DahlingerD, Fri Apr 24 03:08:42 +0000 2020, -98.540651, 29.417501, @lost_inthesauce One of them had a Heisman throwing to them, one of them had a true freshman and prior to that zero… https://t.co/Uz3rYIP09G 
jellykasa, Fri Apr 24 03:08:42 +0000 2020, -79.861034, 35.170499, @LuxShining It feels weaker ofc because it just just to be busted, now it feels more balanced to me, but not outcla… https://t.co/utgeVT8JtQ 
mdolp1, Fri Apr 24 03:08:42 +0000 2020, -80.463200, 25.706249, @kathleen_noa Cesar Ruiz 
Kontravercy, Fri Apr 24 03:08:42 +0000 2020, -83.804475, 27.698682, Why? Natural selection 
fierystatehotel, Fri Apr 24 03:08:42 +0000 2020, -89.266508, 39.739300, @SpeedeBreede For real. Maybe it was stuck in time in an interesting way till a point. Now it’s a cringe-worthy slo… https://t.co/z2Uj9BLftZ 
DoctorShades24, Fri Apr 24 03:08:42 +0000 2020, -97.808380, 30.455692, The fire that sparked our freedom. 
BrianLearbj, Fri Apr 24 03:08:42 +0000 2020, -76.606040, 39.899169, @opensignal You should make a Facebook group for this! LOL, I’m very sure it will get more people to notice the app 
diemundbak244, Fri Apr 24 03:08:43 +0000 2020, -79.861034, 35.170499, @secupp No he didn’t.  Watch full clip.  30 minutes into interview reporter asks about injecting disinfectants. 
dana_cromer, Fri Apr 24 03:08:43 +0000 2020, -79.420865, 38.003376, Can I frame these?! I’m so serious 
PaceBrock, Fri Apr 24 03:08:43 +0000 2020, -112.321276, 34.617647, Told y’all we was gunna get a OL @Nader723 
LowiththeCheeks, Fri Apr 24 03:08:43 +0000 2020, -90.011008, 29.982601, Start minding your business whew🥴 
_LexBlazzin, Fri Apr 24 03:08:43 +0000 2020, -95.446486, 29.838495, @Lovin_Kyla Right lol smh I’m lowkey hooked , however, is it for a legit reason ya know lol 🤔 
Heyyouknowjason, Fri Apr 24 03:08:43 +0000 2020, -119.763903, 36.298599, @frankiee_jayyy I should reactivate it huh 👀 
themjharness, Fri Apr 24 03:08:43 +0000 2020, -94.967991, 29.380046, House passes $484 billion relief bill  https://t.co/OGaL8ERxCe 
MileoFeo, Fri Apr 24 03:08:43 +0000 2020, -122.506779, 47.157103, I never complain about anything unless it’s something that I don’t like 💯 
rauguapo, Fri Apr 24 03:08:43 +0000 2020, -119.306608, 37.269176, @NoHoesDatBoii Wr and O line but I’m sure the GM would rather get picks 
CoachSweeneyXC, Fri Apr 24 03:08:43 +0000 2020, -83.184784, 41.114784, @AdamSchefter Eagles Nation sends sincere condolences... way bigger than sports. Heartbroken for Dak, he’s a Class A human being. 
hotrocksyes, Fri Apr 24 03:08:43 +0000 2020, -84.273139, 33.248881, @RealJamesWoods @nancy73gg Jeez .. could'ya kept it a secret .. um, whatever .. 
lord_gnaw, Fri Apr 24 03:08:43 +0000 2020, -73.258713, 42.450811, https://t.co/kjBMih4Bdh 
NLiddle16, Fri Apr 24 03:08:43 +0000 2020, -80.864556, 35.568434, God took a bow. Jacob whitesides. that’s it. that’s the freaking tweet. 
Lazarolopezmer1, Fri Apr 24 03:08:43 +0000 2020, -117.462698, 34.108160, Los que tiene el hijo de Deschamps, no se cuanto valgan . Y nunca en su vida ha trabajado . 
keeonB_thatbeme, Fri Apr 24 03:08:43 +0000 2020, -97.753840, 31.079307, @IloveLissie Have you seen La Niña? 
StephyLSilva, Fri Apr 24 03:08:43 +0000 2020, -98.317683, 26.208802, 🔥 🎹 🎹 🎹 🔥French Toast by Westside Gunnhttps://t.co/1H1xxNKdmB 
SkolSees, Fri Apr 24 03:08:43 +0000 2020, -87.744706, 42.034116, Saints can have Ruiz. We need tackle and CB, guard can be addressed later. 
DeadEyesArt, Fri Apr 24 03:08:43 +0000 2020, -96.761753, 32.819858, I need my own sticker machine. I should be pumping out stickers left and right. 
HollywoodE10, Fri Apr 24 03:08:43 +0000 2020, -83.099288, 42.352787, Nips 
Reese_Walton116, Fri Apr 24 03:08:43 +0000 2020, -90.247824, 38.653771, Ohio State has invaded the #NFLDraft 
xxo_hanan, Fri Apr 24 03:08:43 +0000 2020, -86.791549, 36.200008, @xohareg Yes you need to fr! 
_Colossal18, Fri Apr 24 03:08:43 +0000 2020, -93.262046, 44.970610, King..... 
SebastianWolski, Fri Apr 24 03:08:43 +0000 2020, -118.411907, 34.020789, Loving this pick! Welcome to LA! #NFLDraft2020 #nfldraft https://t.co/pKfHYp7v8v 
Jay_Tw1st, Fri Apr 24 03:08:44 +0000 2020, -76.850381, 38.998784, Niggas on twitter spent all offseason telling me Justin Jeff more than a slot receiver.....then on his draft day th… https://t.co/rkALmZluKY 
prowag, Fri Apr 24 03:08:44 +0000 2020, -89.569491, 44.900818, @bzelizer Congrats!! 
KendrixTweets, Fri Apr 24 03:08:44 +0000 2020, -83.173867, 32.678207, Finally! #FrightClub https://t.co/MmPNZXjfT1 
jimmykhudg, Fri Apr 24 03:08:44 +0000 2020, -77.604684, 41.117936, @Mike_Stoops41 @KennethMurray You did awesome with him @Mike_Stoops41 
tristanwest_21, Fri Apr 24 03:08:44 +0000 2020, -117.706310, 33.529449, If Kirk cousins doesn’t throw for atleast 5,000 yds and 35 touchdowns he needs to get traded 
JonDeauxx, Fri Apr 24 03:08:44 +0000 2020, -95.446486, 29.838495, Don’t Payton got covid? 
GarrowMonique, Fri Apr 24 03:08:44 +0000 2020, -79.272570, 43.629311, Baby Cheddar.....😻 
Hey__Zach, Fri Apr 24 03:08:44 +0000 2020, -97.935192, 29.895606, Sean Peyton had some fresh ass kicks on 
jacka614, Fri Apr 24 03:08:44 +0000 2020, -75.088781, 39.896873, @JawsCEOQB Howie Blows Jaws!!!! Fire him now 
_REEChaos, Fri Apr 24 03:08:44 +0000 2020, -90.011008, 29.982601, Let’s see who the saints pick #NFLDraft2020 
StillPhil16723, Fri Apr 24 03:08:44 +0000 2020, -73.831187, 40.670879, @LittleMissLizz Layla tov 
BowlingAlleyKid, Fri Apr 24 03:08:44 +0000 2020, -75.117998, 40.004866, 👀 this is important. Watch the fuck out 
_hollierachelle, Fri Apr 24 03:08:44 +0000 2020, -97.285913, 32.779967, @curlybeviie 😂😂😂😂 lmao naw fr 
JohnnAlvarezz, Fri Apr 24 03:08:44 +0000 2020, -97.935192, 29.895606, @Christianc63 first time in 6 years they went 8-8 man come ooooooon, you stay disrespecting me on the TL 🤣 it’s not like this in real life 
yourmandaniel, Fri Apr 24 03:08:44 +0000 2020, -86.270540, 45.001180, @jenelaina This is 2020 what do you expect 
your_boy_wilk, Fri Apr 24 03:08:44 +0000 2020, -121.278605, 38.119674, @iAM_JoshJacobs @_TheGenius217 @Raiders Clelin was a dog year 1. Year two, him and madd maxx gonna be a scary combo. 
RaiderFan3000, Fri Apr 24 03:08:44 +0000 2020, -80.926628, 33.631140, @SpookyRaider He was donating blood plasma the other day 
ErinTobz, Fri Apr 24 03:08:44 +0000 2020, -95.446486, 29.838495, @RealJoeyJabroni I have surgical masks with the metal that bends easily to my nose so I usually get a good seal. I… https://t.co/XIYTCfU6QH 
_butler2, Fri Apr 24 03:08:45 +0000 2020, -81.520478, 41.588460, Uzi was really slidin on Myron 
lluciddream, Fri Apr 24 03:08:45 +0000 2020, -86.791549, 36.200008, Just wait until Drew retires and Burrow will be a Saint one day 
harharbinks, Fri Apr 24 03:08:45 +0000 2020, -73.948775, 40.655138, @JordanSheldon3 wait actually did i have covid? 
RyanRettke3, Fri Apr 24 03:08:45 +0000 2020, -96.734900, 33.061243, RIP. Prayers, that’s so tuff. 
VNC_RL, Fri Apr 24 03:08:45 +0000 2020, -96.991828, 33.042437, @_MotherBear_ *Boys 
prime1999, Fri Apr 24 03:08:45 +0000 2020, -81.283121, 28.784184, @conderius_sims Chargers have a second round pick? https://t.co/onvjfSHJ2d 
Onlyone_Ni, Fri Apr 24 03:08:45 +0000 2020, -76.921232, 38.848156, @coolestonek Yesss congratsss 💙💙💙💙 
alecopalka, Fri Apr 24 03:08:45 +0000 2020, -74.190621, 42.948039, This is rlly how people are when they get 1 pair of designer clothing 
gndrist, Fri Apr 24 03:08:45 +0000 2020, -71.312617, 42.693109, @alyssalimp @TheMikeOMalley Wicked smart 
lleger, Fri Apr 24 03:08:45 +0000 2020, -91.090800, 30.459100, WHAT ARE YOU DOING WHY 
Breno_Ferrari, Fri Apr 24 03:08:45 +0000 2020, -73.968542, 40.780709, Quem sai? #paredãobbb20 #falandodebbb #redebbb #bbb20# 
ChrisKisThirsty, Fri Apr 24 03:08:45 +0000 2020, -117.639000, 33.647600, Love this. Coffee flavor blends well with the dark grains. So much decadence and deliciousness. - Drinking a There… https://t.co/vRIEAWELQt 
MrDoeCallmeJohn, Fri Apr 24 03:08:45 +0000 2020, -85.978600, 35.830522, Man I’m going to be bed! We coulda traded down for that bullshit 
GrtStJefferson, Fri Apr 24 03:08:45 +0000 2020, -121.548581, 39.122291, @panekbill @Sheld_a @aaron_tagerson @jdcshiner @DrunkLiz1 @swinginberrys @carolynboardman @TilghmanWill… https://t.co/ev2OQApPCR 
givingsomemo, Fri Apr 24 03:08:45 +0000 2020, -90.011008, 29.982601, I hate these bastards...worry about your meat! 🖕 https://t.co/PPt0H1Xycq 
Heath22Newman, Fri Apr 24 03:08:45 +0000 2020, -84.220045, 39.034415, @AdamLefkoe Don’t look @samparentt 
BCFolks, Fri Apr 24 03:08:45 +0000 2020, -93.262046, 44.970610, @VXIOW Come up here and golf this weekend! I’ll pay for the gas! 
HectorFigueiras, Fri Apr 24 03:08:45 +0000 2020, -100.293591, 25.641718, @m_ebrard Don Marcelo y estas si son las buenas o son iguales a las porquerías que presento don zoe ???#COVID19mx… https://t.co/A6XXHM3EPX 
RevAndyKarlson, Fri Apr 24 03:08:45 +0000 2020, -89.569491, 44.900818, @donnadb Just looked at the sample questions out of curiosity, and yikes, I'll just stay quietly in my lane. 
mikerandall72, Fri Apr 24 03:08:45 +0000 2020, -86.680738, 32.576227, @HunterLJohnson 🤣 
nicoleeeerenee, Fri Apr 24 03:08:45 +0000 2020, -117.319094, 34.418775, everytime i’ve gone to a party with a dog being there 😂 
DsDsbama, Fri Apr 24 03:08:45 +0000 2020, -88.161555, 30.683649, Kenneth Murray from Oklahoma   just became one of my favorite players! Wow, what a story about him and his family a… https://t.co/W426mQyb8S 
Meechipeechi, Fri Apr 24 03:08:45 +0000 2020, -84.557899, 42.712049, I’ve spent $1000 in car repairs this one, I’m not ok🥴😭 
_matjo, Fri Apr 24 03:08:45 +0000 2020, -122.279521, 37.875845, https://t.co/asLCUv8pvz 
jennalwalkerr, Fri Apr 24 03:08:45 +0000 2020, -121.971926, 38.362844, Nearly six weeks in quarantine and I JUST found my overalls 
cowlonfull, Fri Apr 24 03:08:45 +0000 2020, -98.319925, 38.498196, Just trying to watch the draft and everyone keeps thanking me. You’re welcome I guess 
Don_MannyOG, Fri Apr 24 03:08:45 +0000 2020, -75.117998, 40.004866, @BrandonGowton Feels like an Agholor Jersey don’t know why lol 
Kevin4marshall, Fri Apr 24 03:08:45 +0000 2020, -117.028441, 32.664919, @kindredmurillo Scary read but definitely well worth reading. Thank you for sharing 
mrspudvevo, Fri Apr 24 03:08:45 +0000 2020, -118.411907, 34.020789, @shortBlasian @lilgaston Stretch out your spine 
I80Queen, Fri Apr 24 03:08:45 +0000 2020, -121.743606, 47.476616, @StayOregon Unless you are #wealthy and playing #golf or #boating etc, which I see a lot of campers with #toys &amp;… https://t.co/hZxFmjJ5ut 
pagecats, Fri Apr 24 03:08:45 +0000 2020, -93.275920, 44.772688, @robmonroe @HamSumble God damn I fucking miss Randy Gilbert. 
JBREUSS31, Fri Apr 24 03:08:45 +0000 2020, -74.826269, 38.987691, @Villasone Size and measurables don’t mean production. They missed/ didn’t overpay for the glamour picks. I dig the pick 
highoffkennedi, Fri Apr 24 03:08:45 +0000 2020, -84.433106, 33.767195, Bra LMFAOOOOO amazon better pay for the abortion 
stevengriffin68, Fri Apr 24 03:08:45 +0000 2020, -75.337493, 39.920855, Let’s hope reagor don’t see these tweets so he don’t turn into a Nelson and loses confidence fuck 
olgadiaz03, Fri Apr 24 03:08:45 +0000 2020, -118.262130, 33.773030, Melissa and Doug Victorian Dollhouse #victoriandollhouse #hometreasures311 @ Home + Treasures https://t.co/Ek0PRqTrOO 
mjoxster, Fri Apr 24 03:08:45 +0000 2020, -87.898100, 42.763712, @JBilhorn Popped up on shuffle this week, will up it in the rotation once I get thru the new #killarmy 
gerrigarrick, Fri Apr 24 03:08:46 +0000 2020, -118.411907, 34.020789, @JamesGunn #powerful #beautiful #inspired 
AveryWorker, Fri Apr 24 03:08:45 +0000 2020, -79.861034, 35.170499, @aacothley Shut up and drink your Rico tequilla and let me bitch about my jackets 😭😭😂 
Coyote_Careers, Fri Apr 24 03:08:46 +0000 2020, -87.629798, 41.878114, We're hiring! Click to apply: 2020 Summer Internship - BI Technical Analyst - https://t.co/txUUVtcgrd #jointhepack #internship 
ajice0501, Fri Apr 24 03:08:46 +0000 2020, -97.455741, 35.695222, “Lincoln Murray” 🤣🤣🤣 @LincolnRiley  #Sooners @KennethMurray  Congratulatuons!!! #NFLDraft 
Miss_Bellatrix, Fri Apr 24 03:08:46 +0000 2020, -81.710025, 43.737736, #nailedit #CivilWar 
judithas07, Fri Apr 24 03:08:46 +0000 2020, -97.445173, 35.222301, @JudyBoston8 @SamHeughan @MyPeakChallenge Happy Birthday! 
chiefmchenry, Fri Apr 24 03:08:46 +0000 2020, -73.948775, 40.655138, Mood https://t.co/bvEtynR5Sq 
Gabrieldlagares, Fri Apr 24 03:08:46 +0000 2020, -83.173867, 32.678207, Hoje era pra ser o dia de ver a thelminha ganhando e minha vida voltando ao normal #bbb20 https://t.co/AC85F9BA3K 
caliswaqqqirl, Fri Apr 24 03:08:46 +0000 2020, -77.604684, 41.117936, @jacqui_quii 
ImNotJeffery, Fri Apr 24 03:08:46 +0000 2020, -90.861614, 38.816800, I'm so sick of being an eagles fan. It's like they ain't got a damn clue how to draft.... 
Mechajam, Fri Apr 24 03:08:46 +0000 2020, -116.988022, 32.851180, @VIKINGS draft @AntoineWJr11 with the next pick, @QoSBaszler? #skol 
Nicholaselliott, Fri Apr 24 03:08:46 +0000 2020, -86.142922, 39.779562, Finally shaved again 
Sirocwell94, Fri Apr 24 03:08:46 +0000 2020, -122.296489, 47.442583, SEA finna pick up the cuhzzo AJ 🤣 
NotRobertShaw, Fri Apr 24 03:08:46 +0000 2020, -69.784064, 44.327080, @msjazzsquare 800😬 
cambriuhhh, Fri Apr 24 03:08:46 +0000 2020, -84.049274, 41.900831, Not me putting on a full face of makeup to FaceTime a boy that definitely drinks la croix 
samiacotney, Fri Apr 24 03:08:46 +0000 2020, -76.593943, 24.074967, @SoleilJolina How about you get pregnant 
bootyzou, Fri Apr 24 03:08:46 +0000 2020, -79.957910, 37.274489, #LOVE THEM STONES NONE BETTERU like that songWait for BOOTYZOU GRAVEDIGGER lol The new Stones song, “Living… https://t.co/S0Td4M505S 
SnPSergio, Fri Apr 24 03:08:46 +0000 2020, -95.446486, 29.838495, @SportsCenter https://t.co/cBvWTEqszt 
ahaf21, Fri Apr 24 03:08:46 +0000 2020, -90.696841, 35.828626, Jaiehdhdneosle 
gerardocss, Fri Apr 24 03:08:46 +0000 2020, -121.779628, 36.679868, Ella es Asha para quien no la conoce. https://t.co/qlre8gMNX4 
jojowubs, Fri Apr 24 03:08:47 +0000 2020, -97.754724, 30.323346, I want some AirPods...Working with the old w/ wire ear pods was a mess today 
Marylandfanatic, Fri Apr 24 03:08:47 +0000 2020, -118.411907, 34.020789, That was a blow to the chest. I really wanted Kenneth Murray. SMH. Let's see what E.D. got up his sleeve.GO RAVEN… https://t.co/ScihbcgENp 
philly__man, Fri Apr 24 03:08:47 +0000 2020, -81.705467, 41.495940, eagles fans talking about Reagor’s highlights like they didn’t hype Nelson Agholor the same way 4 years ago 
n54frederic, Fri Apr 24 03:08:47 +0000 2020, -73.022108, 41.566578, my car looks so fire with these new wheels 🔥🔥 
TheRealTimLeahy, Fri Apr 24 03:08:47 +0000 2020, -104.922093, 39.713563, @jayyyjong @davianneitz I’m gonna report you to twitter for being a fraud and not sticking with your commitments 
visionexpensive, Fri Apr 24 03:08:47 +0000 2020, -96.761753, 32.819858, spicebomb by viktor &amp; rolf 
timfitzphoto, Fri Apr 24 03:08:47 +0000 2020, -122.813016, 49.016725, .@BoothRanches very excited in White Rock. It’s the little things. I’m a big fan of the orange https://t.co/2kEhS7RpS9 
GoDjJCoreyLamar, Fri Apr 24 03:08:47 +0000 2020, -91.401008, 30.937336, If your hustle is up to bar ima co-sign ya 
IAmStillSteve, Fri Apr 24 03:08:47 +0000 2020, -96.699604, 33.194651, @DrnuggetNFL @drnugget @McH2Oz13 @Mathieu_Era Actually there’s a difference between having a conversation and havin… https://t.co/1qe0FYqjEv 
its_bello66, Fri Apr 24 03:08:47 +0000 2020, -117.881969, 34.087543, I need to find a friend with a similar music taste that I have. 😕 
aahndyy, Fri Apr 24 03:08:47 +0000 2020, -123.029015, 44.935084, @devilsrascal @Belifull i didnt need a reason to use it until today 😁 
dianey_santini, Fri Apr 24 03:08:47 +0000 2020, -108.523267, 25.501626, No fué buena idea comerme 3 hotcakes 🥴 
sshahidi12, Fri Apr 24 03:08:47 +0000 2020, -75.800141, 45.248791, Draft night is going well https://t.co/MhFdTclC1J 
ktlehto33, Fri Apr 24 03:08:47 +0000 2020, -84.416916, 42.759558, Okay sorry for my outburst. I just couldn’t stop laughing watching all these and am bored🤷🏻‍♀️😂 
ConnorMcCarty23, Fri Apr 24 03:08:47 +0000 2020, -119.025163, 35.346902, @kendracinnamon oh no Barry got you 
MyKeyy_, Fri Apr 24 03:08:47 +0000 2020, -117.217920, 33.921924, @_brianestrella Lmaoooo 
test5geo1798, Fri Apr 24 03:08:47 +0000 2020, -118.411907, 34.020789, TEST_GEO_Hierarchy: 717a0022-7bc2-46c9-bf97-9ac5f37077e6 
test5geo1798, Fri Apr 24 03:08:47 +0000 2020, -119.306608, 37.269176, TEST_GEO_Hierarchy: d667953a-1dcc-4935-a10e-db0b8ad30fd9 
JCInDaCut, Fri Apr 24 03:08:47 +0000 2020, -83.173867, 32.678207, To be fair LSU made everybody look bad last year 
jbarbarito, Fri Apr 24 03:08:47 +0000 2020, -97.221364, 32.939598, @ATMBigDawgEv Austin gone. Smith likely not gonna make team. 
jbertrand, Fri Apr 24 03:08:47 +0000 2020, -122.923516, 47.064528, I used to be a french press guy, now I'm a Mr Coffee. #thingsquarantineteachesyou 
difflord_, Fri Apr 24 03:08:47 +0000 2020, -112.424976, 33.412872, Link in bio https://t.co/BqjclXMk8H 
sexxxxyP, Fri Apr 24 03:08:48 +0000 2020, -118.411907, 34.020789, I want a billboard ! ✨💫 
CoachellaDrive_, Fri Apr 24 03:08:48 +0000 2020, -80.886950, 35.081520, Packers should be banned from drafting g at this point 
Dingstah, Fri Apr 24 03:08:48 +0000 2020, -85.768241, 37.822244, If I see ANYONE with a fresh fade. I’m calling the feds. Fuck outta here. 
_Preddy_Gal, Fri Apr 24 03:08:48 +0000 2020, -90.158017, 32.230987, Man I need some knotless box braids waist length before the weekend ova bra y’all scared to do hair now 😡😩 
kypaintster, Fri Apr 24 03:08:48 +0000 2020, -85.457560, 38.313243, @cvpayne Shocked, just shocked! 
JoffBolivar, Fri Apr 24 03:08:48 +0000 2020, -96.761753, 32.819858, @TavoCj Para los maracuchos y gochos es empanada, así la llaman! Para otros es pastelito porque así lo llamamos y ya. 
velvet_devil9, Fri Apr 24 03:08:48 +0000 2020, -80.134986, 26.373976, @MysterySolvent Fake News 
csgrigg, Fri Apr 24 03:08:48 +0000 2020, -97.366600, 32.861800, You are soooo loved by God!!! #Godknowsyourname #DoyouknowHim #callonHimandHewillanswer🙏 #kcbc2020… https://t.co/L2XbM6LW5O 
ThatdudeFrank, Fri Apr 24 03:08:48 +0000 2020, -74.946550, 40.016739, Eyes look like galaxies up close 🌌 
JF_Laycee, Fri Apr 24 03:08:48 +0000 2020, -71.088712, 42.313670, Wow no shocker there. Pats trade out of 1st round. ...And then select @bigjimmurray ‘s guy out of Oklahoma! 😂😂 
MichaelMortime7, Fri Apr 24 03:08:48 +0000 2020, -80.100691, 40.477290, @EBraeden @KaniShain @YR1978 @MelodyThomasSco And you’d think the writers would have enough sense to bring Leslie o… https://t.co/2NiM6QEjpe 
King23Mike, Fri Apr 24 03:08:48 +0000 2020, -86.791549, 36.200008, Bruh this ho so funny🤣🤣🤣 
playwpaint, Fri Apr 24 03:08:48 +0000 2020, -121.873730, 37.331159, Don’t lie 
Melly_Mell23, Fri Apr 24 03:08:48 +0000 2020, -75.117998, 40.004866, I always want the truth but it’s dangerous. 
TonyOneNaCl, Fri Apr 24 03:08:48 +0000 2020, -111.931711, 34.168253, Beyoncé we noticed 
ggpaaaatssx3, Fri Apr 24 03:08:48 +0000 2020, -71.030541, 42.538193, @AvaaaPortelle YES I THINK SO TOO😍😍😍😍😭😭😭😭 
wahoomark, Fri Apr 24 03:08:48 +0000 2020, -79.420865, 38.003376, @akelchan She showing a lot of skin 
BalajiGopalan73, Fri Apr 24 03:08:48 +0000 2020, -79.272570, 43.629311, In recent years I came to learn that our working model at @MedStack was a little unique: everyone is remote, but 2x… https://t.co/tuPwV9g34y 
estHerr34, Fri Apr 24 03:08:48 +0000 2020, -116.465279, 33.809393, @be_kingz https://t.co/dYXO7oN0BJ 
kristynakay, Fri Apr 24 03:08:48 +0000 2020, -93.040281, 44.883849, @kumailn Yuuuuuup 
SandyinSD, Fri Apr 24 03:08:48 +0000 2020, -117.104989, 32.810012, @Laurenpresists https://t.co/PXqRmNa5mq 
thelexiejayne, Fri Apr 24 03:08:48 +0000 2020, -96.761753, 32.819858, @BronBermudez @ithinkofdevilz https://t.co/TuccFdHCs7 
1888Travoy, Fri Apr 24 03:08:48 +0000 2020, -79.272570, 43.629311, Love Drought https://t.co/gbzQnuCIq8 
George90731, Fri Apr 24 03:08:48 +0000 2020, -118.411907, 34.020789, @shannonfarren Can’t wait till the season starts!Also I love you guys on KFI! #GoNiners https://t.co/ch8GvzPdlJ 
trelyday23, Fri Apr 24 03:08:48 +0000 2020, -98.319925, 38.498196, Is... Sean Payton’s son helping him with the draft??? 
devoent1st, Fri Apr 24 03:08:48 +0000 2020, -87.732013, 41.833585, @Tko1979 God Speed on your NEXT assignment. Thank you for always thinking of players from Lincoln Park HS 🏀 
waterlooblitz, Fri Apr 24 03:08:48 +0000 2020, -118.156711, 33.809172, My ass is actually mid but my big fucking ego makes me think I have the juiciest most exquisite ass 
cfpdx, Fri Apr 24 03:08:48 +0000 2020, -122.630908, 45.536402, We've got fires in NoPo again tonight.  So much for opening windows. 
AbbyoliRavioli, Fri Apr 24 03:08:49 +0000 2020, -118.411907, 34.020789, Finally finishing all the cookies I made.. need to stop.. 
OD_BOP, Fri Apr 24 03:08:49 +0000 2020, -80.304663, 25.857732, They go to Hialeah high forsure https://t.co/dE7C46B0L1 
ralonzo, Fri Apr 24 03:08:49 +0000 2020, -112.124676, 33.552863, I like to imagine Dr. Birx and Dr. Fauci having zoom happy hours where they’re flabbergasted by their days, and eac… https://t.co/pUzKpQNwLg 
RevengOfThe4th, Fri Apr 24 03:08:49 +0000 2020, -100.076888, 31.168893, A much different scene than Kliff Kingsbury's palace. 
jwylie_15, Fri Apr 24 03:08:49 +0000 2020, -117.104989, 32.810012, @HeyyBittch I’ll give you 20 if you do 
SydneeSoporia, Fri Apr 24 03:08:49 +0000 2020, -97.445173, 35.222301, @Crymson_Rose @itslanajay you don’t even need to explain yourself sis.. we all know the deal. 
StewardessChick, Fri Apr 24 03:08:49 +0000 2020, -118.348556, 33.995576, Same https://t.co/x0P7SaWNsQ 
ritchie_atc, Fri Apr 24 03:08:49 +0000 2020, -84.123885, 43.611616, I am loving WoW so much! I lose track of time and it just is so immersive. 
andREINAloca, Fri Apr 24 03:08:49 +0000 2020, -121.973048, 38.525568, This has always been my yelp profile picture. What on earth? Is no DM sacred? https://t.co/2FfLUYPzW3 
callmedjaay_, Fri Apr 24 03:08:49 +0000 2020, -76.255686, 36.895082, @Tmra5_ Ok I’ll be quite cousin 
ibengriffith, Fri Apr 24 03:08:49 +0000 2020, -83.373349, 42.397315, Felt inspired tonight! Open for discussion too 😜✌🏼 https://t.co/2tlbIttS2C 
_Tvron_, Fri Apr 24 03:08:49 +0000 2020, -75.117998, 40.004866, https://t.co/4bXQRy2auQ 
OmareMorello, Fri Apr 24 03:08:49 +0000 2020, -77.604684, 41.117936, Dancing w. Cats Feat. Beyoncé 🤗 
