username, created_at, lng, lat, text
ZingoFrank, Fri Apr 24 03:08:49 +0000 2020, -77.454733, 43.232025, YA STILL BE OK ILL BE OK SOME KINDA WAY AND DAM YOU BELIEVE IN ALL THOSE STORYS AND I DO NOT LIVE AMONGST YOU F..CK… https://t.co/0Av52v8s4b 
mikeygangemi, Fri Apr 24 03:08:49 +0000 2020, -117.968568, 34.154365, Chargers have the best Defense in the league 
EJ1una, Fri Apr 24 03:08:49 +0000 2020, -88.223062, 41.623959, Sean Payton shoe game STRONG. 👀 @SeanPayton 
jturoff1, Fri Apr 24 03:08:49 +0000 2020, -88.049247, 42.115128, @Jason1Goff Sean Payton...What Are Those?? 
SeahawksForever, Fri Apr 24 03:08:49 +0000 2020, -122.194398, 47.481598, @zipkidcw He can play slot. Would br a stud there 
Bo_Leitner, Fri Apr 24 03:08:49 +0000 2020, -76.507809, 37.090301, @kent_swanson when are you guys going live? 
_cheekyemilio, Fri Apr 24 03:08:49 +0000 2020, -73.948775, 40.655138, "did you see my post???"me knowing damn well you was muted https://t.co/OqgJRtzZHF 
bcam_14, Fri Apr 24 03:08:49 +0000 2020, -79.418222, 36.607196, @SaintsCSC Super necessary, though. 
LL_Ghoul_J, Fri Apr 24 03:08:49 +0000 2020, -98.540651, 29.417501, Dirty Drugs Ft @ladygaga + @kimpetras 
Elah_Avahati, Fri Apr 24 03:08:49 +0000 2020, -73.968542, 40.780709, Lol. If the failed actress turned cheap substitute for Megyn Kelly can write a book while having one of the most li… https://t.co/hiU2VFOdLK 
David_collado_, Fri Apr 24 03:08:49 +0000 2020, -73.862797, 41.066766, Dm me for your entries!! winners get a cart and a pen, shipping is free too 
coachWhoa, Fri Apr 24 03:08:49 +0000 2020, -115.061127, 36.184754, @ThinkThatImK0be He was opposite jeff so he was thrown at alot! Played with a cast and still had a few picks. Hes legit bro! 
ayyeitsjayjay, Fri Apr 24 03:08:50 +0000 2020, -158.069430, 21.344561, Thanks to quarantine my skin is getting lighter. Yes! 
OliviaIErazo, Fri Apr 24 03:08:50 +0000 2020, -118.411907, 34.020789, I just made some bomb banana bread 
Reggiebub, Fri Apr 24 03:08:50 +0000 2020, -71.213683, 42.325392, #MoscowMitchWelfareQueen 👸🏼 
_bxs04, Fri Apr 24 03:08:50 +0000 2020, -96.835249, 33.150140, My gf is taking a nap, I miss her 🥺 
BloodstaindGem, Fri Apr 24 03:08:50 +0000 2020, -94.326622, 37.169692, @patriots_song @officialmcafee That must mean my brain functions and processes better than yours. Like I said. I wa… https://t.co/EJPRFmNsqq 
_92Infinity, Fri Apr 24 03:08:50 +0000 2020, -73.948775, 40.655138, @MyNameisReV @LSUfootball @Lj_era8 I think he’ll do well but im cautious. He has one suberb year on his resume but… https://t.co/Yoz8Yl4ZHG 
TarynSchmalz, Fri Apr 24 03:08:50 +0000 2020, -77.236969, 38.805115, If I could I would feel nothing, that’s the truth and I don’t care✌️ 
KikiBakerBarnes, Fri Apr 24 03:08:50 +0000 2020, -90.011008, 29.982601, @CWatkinsWDSU I can’t wait 🤗 
jd_gatlingjr, Fri Apr 24 03:08:50 +0000 2020, -77.236969, 38.805115, @richelle_parham @j_sparklej There's holes in the story for sure. I think he killed them boys but not them men. Unl… https://t.co/Oc6T8xyDg3 
grumpy_turtle08, Fri Apr 24 03:08:50 +0000 2020, -117.234439, 47.662577, @niscalderon Omg you’re so sweet!! Love ya!! 💓 
alextheshark, Fri Apr 24 03:08:50 +0000 2020, -97.911022, 26.149248, wallflower 
heloohz, Fri Apr 24 03:08:50 +0000 2020, -118.351218, 33.833714, Esse thread é perfeito, nada é fake ou reformulado. Essa é a realidade da rafa querendo se fazer de branca salvador… https://t.co/aRETKFfKNP 
_hola_mia, Fri Apr 24 03:08:50 +0000 2020, -84.563414, 33.811316, https://t.co/fP4zZRe7Xz 
dugfresh247, Fri Apr 24 03:08:50 +0000 2020, -73.831187, 40.670879, @_CeeDeeThree Congratulations ! And welcome to CowboyNation 
echant1, Fri Apr 24 03:08:50 +0000 2020, -117.782360, 33.689732, Surprise surprise @Eagles draft another WR under 6 ft.... SMH.... #NFLDraft 
JoeGalliNews, Fri Apr 24 03:08:50 +0000 2020, -98.540651, 29.417501, 😆 
JessamynMcIntyr, Fri Apr 24 03:08:50 +0000 2020, -122.357773, 47.818623, We’re just a few picks away from the #Seahawks at 27!!!! 
jorge_castrof, Fri Apr 24 03:08:50 +0000 2020, -103.233130, 25.244223, Uuy!Una infancia feliz... También tenía alberca.Destaco que sólo los valientes se metían. 
abooker678, Fri Apr 24 03:08:50 +0000 2020, -83.804475, 27.698682, Crazy thing is... Shorty could’ve just been trying to check the time on his phone😂😂😂 
CoreyDonald, Fri Apr 24 03:08:50 +0000 2020, -73.723025, 45.557830, @TheSportsGrind @YuRboyBC @packers *Arnette sry 
jaketwentyfive, Fri Apr 24 03:08:50 +0000 2020, -96.991828, 33.042437, We win round 1 
christinerandyy, Fri Apr 24 03:08:51 +0000 2020, -77.264340, 39.170112, I kept hearing that “dun na na nahh dun na na nahh”  I knew something in the sports world was going on 😂 
Han, Fri Apr 24 03:08:51 +0000 2020, -118.411907, 34.020789, @irvinebroque @theTRASHapp Aw, thanks so much for the kind words! That gives us so much energy! 😇 I’d love to tal… https://t.co/PSAYhY0X6u 
1JadedAsh, Fri Apr 24 03:08:51 +0000 2020, -83.804475, 27.698682, @MsJoNew I don’t think I’ll make it. Lol 
BreezyCWeezy, Fri Apr 24 03:08:51 +0000 2020, -100.301711, 47.467857, @Glenny_balls @JoshMack22 
LitGod_, Fri Apr 24 03:08:51 +0000 2020, -73.968542, 40.780709, @THEKIDMERO Whaaaaaa 
gonz5307, Fri Apr 24 03:08:51 +0000 2020, -95.192680, 29.972668, @nino_23 He went to Elkins. We played against him when I was at Marshall 
lilqiqi, Fri Apr 24 03:08:51 +0000 2020, -90.011008, 29.982601, Dear @NFLDraft please stop calling these athletes studs. Stud: an establishment where horses or other domesticated… https://t.co/zTzwcfmzug 
HunchoBison, Fri Apr 24 03:08:51 +0000 2020, -106.026119, 34.166235, Sean Payton kicks are straight heeeat !!!!! 🔥🔥🔥🔥🔥🔥 
MaciRod12, Fri Apr 24 03:08:51 +0000 2020, -120.062539, 36.726787, My man is such a hard worker😓❤️ 
PO66132234, Fri Apr 24 03:08:51 +0000 2020, -73.831187, 40.670879, Democrat Staffer: Round Up Trump Supporters in a Warehouse and Let Them Die From Coronavirus https://t.co/kjCQuliXZ3 
rockyhigh3, Fri Apr 24 03:08:51 +0000 2020, -98.716992, 35.309047, We know they screw.  Show us him screwing the clouds.  The was paid a lot from Trump International to entertain. 
CheetahObscura, Fri Apr 24 03:08:51 +0000 2020, -122.330602, 47.614817, @AshCoyote I just can't anymore..... 
MarrrryBerry44, Fri Apr 24 03:08:51 +0000 2020, -75.770041, 42.746617, @Joe_Gatto Ozzy!!!!!!!!!! https://t.co/faxxgjyKeC 
_AbLashae, Fri Apr 24 03:08:51 +0000 2020, -84.541562, 33.588263, Any who, my nigga know better so this ain’t even for discussion 😝 
Neg_Lagonav, Fri Apr 24 03:08:51 +0000 2020, -76.362276, 37.050897, @jbon211 Why did you say it in the first place. You were trynna be slick 
transpo01, Fri Apr 24 03:08:51 +0000 2020, -75.770041, 42.746617, @secupp Your Loss! 
LilBootyNeks_, Fri Apr 24 03:08:51 +0000 2020, -78.673793, 26.540024, Quartine Tingz👉🏼🥺👈🏽 https://t.co/0GfuGF4hQg 
ospunx, Fri Apr 24 03:08:51 +0000 2020, -106.417430, 31.793368, Okay, my civic duty has been done. If anyone does inject or otherwise ingest bleach, lysol, or any other cleaning a… https://t.co/gczBli4tuO 
1LilDuff, Fri Apr 24 03:08:51 +0000 2020, -77.236969, 38.805115, @DarkskinSt did you ra..... 
WeatherDiva99, Fri Apr 24 03:08:51 +0000 2020, -97.552161, 35.482844, https://t.co/i8WMxETY99 
colezhuda18, Fri Apr 24 03:08:51 +0000 2020, -93.361321, 46.441861, @bdoketu virtual zoom party? 
MikeMiracles, Fri Apr 24 03:08:51 +0000 2020, -93.827898, 32.525278, The most logical target for a trade partners for the Titans would seem to be the Colts (34) or Panthers (38) tradin… https://t.co/wFXee2gE3C 
Jackson_Mach1, Fri Apr 24 03:08:51 +0000 2020, -76.704632, 39.154153, 3 hours for 23 picks. Ridiculous. #nfldraft 
AssbuttTrump, Fri Apr 24 03:08:51 +0000 2020, -82.442694, 27.996595, @VDarkblack @Cats4mice @marauderjoe @David_Leavitt "There goes my medical license...." 
msmaliamack, Fri Apr 24 03:08:51 +0000 2020, -83.654079, 32.848817, @CWatkinsWDSU I just wish I knew what was going on 😩 
c_nich3, Fri Apr 24 03:08:51 +0000 2020, -94.378332, 39.088004, Sierra &amp; I played a drinking game to a house show from Netflix now she said that we have to take a shot before bed... 
mence2society, Fri Apr 24 03:08:52 +0000 2020, -95.446486, 29.838495, I ain’t never gave a damn 
AUGUSTBABY1987, Fri Apr 24 03:08:52 +0000 2020, -74.184848, 40.734494, @Dmoney71286 U wouldn’t like mine it’s dairy free 
holycowitsme, Fri Apr 24 03:08:52 +0000 2020, -80.149173, 26.150368, @dbongino Brings tears to my eyes. Families are hurting right now. This is unbelievable 
Chinaaaluv_, Fri Apr 24 03:08:52 +0000 2020, -118.411907, 34.020789, Imma have you sucking on my fingazzz while I hit it 4rm da back , you like it like thaattt 
closmedina, Fri Apr 24 03:08:52 +0000 2020, -119.025163, 35.346902, @JenniferMills21 Wow, couldn’t have come in at a better time! Thank you so much! Can’t wait to give it to them. BOL… https://t.co/4miFs5zuE9 
jinswifeee, Fri Apr 24 03:08:52 +0000 2020, -87.732013, 41.833585, @gukieprint @borahaeiris @BTS_twt Thank youuuu sooo much for this amazing giveaway and thank you for the opportunit… https://t.co/4DaINoQX4M 
djcarney21, Fri Apr 24 03:08:52 +0000 2020, -75.117998, 40.004866, @sid_dharta Howie has a tremendous history of reaching.  Going to bed though.  When I wake up in the morning, I bet… https://t.co/eWWcMksigG 
FloydSoRandom, Fri Apr 24 03:08:52 +0000 2020, -77.014398, 38.898603, @tank_head93 I wish Madden understood this 😔 
lc_dizon, Fri Apr 24 03:08:52 +0000 2020, -115.223125, 36.232915, @amaosaa_ Yes by anti-vaxxer far right group protesting common sense 🤦🏽‍♀️ 
tornadooooo_, Fri Apr 24 03:08:52 +0000 2020, -83.173867, 32.678207, It’s either vegan or vegetarian at this point., but ima try something else first 
jennivi1, Fri Apr 24 03:08:52 +0000 2020, -83.173867, 32.678207, Getting late.  Gonna be tough getting up and going downstairs to work tomorrow. 
iBeRossah, Fri Apr 24 03:08:52 +0000 2020, -117.104989, 32.810012, Why didn’t they fire someone else 
jaythesedays, Fri Apr 24 03:08:52 +0000 2020, -118.411907, 34.020789, @Nuh_Behavia_ The democratically aren’t angels themselves but I can’t vote for someone that will publicly mock peop… https://t.co/JGSx3D1Vc0 
tie_dye_company, Fri Apr 24 03:08:52 +0000 2020, -111.789000, 34.859900, Let’s make a difference with our differences✋🤚🌎💜 alyssa_camper #vitiligo @ Sedona, Arizona https://t.co/esFkWg1WCO 
gabxhernandez, Fri Apr 24 03:08:52 +0000 2020, -80.233328, 25.782353, $97 🤭 
NickkCabrera, Fri Apr 24 03:08:52 +0000 2020, -75.756099, 39.679093, @EliotShorrParks God damn it Elliot 
Swadey_Life, Fri Apr 24 03:08:52 +0000 2020, -100.076888, 31.168893, Bro 🤣🤣🤣🤣 
DawayaneJ, Fri Apr 24 03:08:52 +0000 2020, -118.411907, 34.020789, 4/23/20 even though my bday was 3 days Ago now, 4/20/20 I’m still getting bday wishes!❤️❤️❤️❤️❤️🥰🥰😌thank you everyo… https://t.co/YrAJrQ375w 
droachnola, Fri Apr 24 03:08:52 +0000 2020, -106.026119, 34.166235, @RosvoglouReport As we said earlier... 💪🏼⚜️ 
UrLocalHippie21, Fri Apr 24 03:08:52 +0000 2020, -119.306608, 37.269176, I just okay goodnight 
V_Broncos, Fri Apr 24 03:08:52 +0000 2020, -104.922093, 39.713563, @jackson_sandell @MileHighParlay @Broncos Ruiz just went to Saints 
samuelrayyancey, Fri Apr 24 03:08:52 +0000 2020, -119.782465, 36.786042, I'm outta beer, so uh I guess mixed drinkssss.....oof 
DustinLucaSN, Fri Apr 24 03:08:52 +0000 2020, -70.858092, 42.566294, Josh Turiel, Ward 5, now seven minutes in. https://t.co/8ddrIw0uxV 
pumpsiegreen, Fri Apr 24 03:08:52 +0000 2020, -70.180579, 42.051097, @Jim_Jordan Maybe inject a little Mr. Clean into an artery Gym. Or swallow an ultra violet light.   Don’t you have… https://t.co/iPhuiYE9Ht 
TinPotDickTator, Fri Apr 24 03:08:52 +0000 2020, -117.998733, 33.692542, @AshaRangappa_ I think Trump should pull a Crispin Glover and say that the person that was at the presser today was an imposter, not him 
The__Carnival, Fri Apr 24 03:08:52 +0000 2020, -92.131274, 34.751936, @neednewshorts Mine was 9/11. I was 8. I’ll be 27 in June. 
sistervpaul_, Fri Apr 24 03:08:52 +0000 2020, -111.547029, 39.499762, Good night blessings, my friends. See you tomorrow as we remain joined in prayers. 🙏📿💞💒 https://t.co/v4qJPLISqd 
alyneetapiaa, Fri Apr 24 03:08:53 +0000 2020, -101.816092, 35.211115, OMG yess 😩😍 
blackzacefron88, Fri Apr 24 03:08:53 +0000 2020, -80.206717, 26.700978, Been there 
SeanPStevenson, Fri Apr 24 03:08:53 +0000 2020, -81.606484, 45.035968, @AdamCollier @KaitlinOlson On the flip side if his followers start drinking Lysol there's less trump voters and less stupid in the world. 
TommyVerno, Fri Apr 24 03:08:53 +0000 2020, -77.489723, 43.099526, @AdamSchefter Awful to hear. RIP. 
prettygirlmajae, Fri Apr 24 03:08:53 +0000 2020, -96.761753, 32.819858, who are they ? 
flanfriday, Fri Apr 24 03:08:53 +0000 2020, -100.076888, 31.168893, @David_Leavitt "I used to have a reputation. I can make to 200 and still not live this down." 
ja75n, Fri Apr 24 03:08:53 +0000 2020, -89.922029, 35.133521, 😂😂🤣🤣🤣 
2022Brinly, Fri Apr 24 03:08:53 +0000 2020, -97.552161, 35.482844, Power Swing Day!! @OKAthleticsAcad @Blast_Sftball #Blastsoftball #As @CoachMiguel27 @CoachBredbenner… https://t.co/QweGAQoods 
Jessicaweber87, Fri Apr 24 03:08:53 +0000 2020, -80.738591, 43.558327, @thebryanbreeze Sounds like, he was strugglin w/ his sexuality. Jesus, just simply helped him figure shit out. Now,… https://t.co/hFprHfhugL 
_kaylaxo__, Fri Apr 24 03:08:53 +0000 2020, -74.153947, 40.572376, Watching the draft picks families always brings me so much joy... like you can see the pride they have. They defini… https://t.co/j7CM2Kp4QY 
Brandonismusic, Fri Apr 24 03:08:53 +0000 2020, -118.411907, 34.020789, 😂 this gif is taking me out 😂 https://t.co/gggf2TZAdW 
lifeofbrax, Fri Apr 24 03:08:53 +0000 2020, -75.600576, 38.360422, Madden 22 cover type of play. 
barelyliterate, Fri Apr 24 03:08:53 +0000 2020, -71.550703, 42.345821, https://t.co/Dzsfeydhl1 
SullenSeason, Fri Apr 24 03:08:53 +0000 2020, -84.433106, 33.767195, It would be a travesty if an LSU DB doesn’t go first round...like hell on earth...like we’d never hear the end of it. 
killahubb, Fri Apr 24 03:08:53 +0000 2020, -118.411907, 34.020789, Random photos at 8pm🤙🏾 https://t.co/IaPesEcWht 
leroybr79673931, Fri Apr 24 03:08:53 +0000 2020, -112.434827, 42.863516, @RepDanCrenshaw ;Amen, need more men like you to lead this great country. 
mustbecodes, Fri Apr 24 03:08:53 +0000 2020, -78.881800, 42.993664, I'm always trying to figure out what Belichick is thinking 
DrFerdilus, Fri Apr 24 03:08:53 +0000 2020, -74.055998, 41.189746, @Godson_90 All the time with positive feedback and words of encouragement. Just not if it’s rap 🥴🥴🥴🥴🥴 
WilliamDebiasio, Fri Apr 24 03:08:53 +0000 2020, -117.288297, 34.247048, #geniushour 
RealShaneGang, Fri Apr 24 03:08:54 +0000 2020, -118.411907, 34.020789, Kodie can’t answer every question or dm about her career &amp; that’s where we come in. On this page we have linked ppl… https://t.co/rdrWxHxR2W 
RidgeRoulette_, Fri Apr 24 03:08:54 +0000 2020, -76.069946, 36.802541, Very wild individual 🤣 
michael_hall341, Fri Apr 24 03:08:54 +0000 2020, -72.757385, 41.500753, @Giants @jonasbrothers I feel like Kevin can afford a bigger tv 
Packergirl915, Fri Apr 24 03:08:54 +0000 2020, -106.417430, 31.793368, @SoreLosersLocks @MoinTampa @yayatello1 @awhite_14 @drewwho1109 @SoreLosers_Paul @sipper_95 @SoreLosersShow… https://t.co/sQHZ7goedm 
abrown197, Fri Apr 24 03:08:54 +0000 2020, -90.158017, 32.230987, I see Sean Payton Flexing the kicks👀🔥 
MarkCurrier2, Fri Apr 24 03:08:54 +0000 2020, -82.532321, 28.103375, Good picks Bucs. https://t.co/P7fhMbXLju 
BodyMri, Fri Apr 24 03:08:54 +0000 2020, -75.117998, 40.004866, @RightInTheMain @ScottPresler @realDonaldTrump @stevestivers 🤮 
robsrime, Fri Apr 24 03:08:54 +0000 2020, -110.892878, 32.302931, @cub_hole Me Tooooo 
andreagoesmeow, Fri Apr 24 03:08:54 +0000 2020, -82.985772, 39.994684, Sniff Sniffly 
tonysolitro, Fri Apr 24 03:08:54 +0000 2020, -75.117998, 40.004866, @ZerbinettasBlog I’m a big fan of Pepito by Nicolas Lell Benavides &amp; Marella Martin Koch (20 minutes ... perhaps to… https://t.co/wltsBlkMgt 
MariusSose, Fri Apr 24 03:08:54 +0000 2020, -117.240314, 32.797828, I’m eating y’all don’t play with my RBs!!!   Who will be the first RB taken? @ Pacific Beach, San Diego https://t.co/T4E2PV4O5g 
MJWarshauer, Fri Apr 24 03:08:54 +0000 2020, -87.732013, 41.833585, 16. The Host (2006)Bong Joon-Ho does pandemic as a monster movie. A lot feels prescient in 2020 in ways intended a… https://t.co/7JgslLhbkT 
Maverick1914, Fri Apr 24 03:08:54 +0000 2020, -96.982788, 32.958255, @Ravens sooooooooo what are we doing? 
2022Brinly, Fri Apr 24 03:08:54 +0000 2020, -97.552161, 35.482844, Pt. 2!! https://t.co/Z1GLG2IqnI 
vivalakristia, Fri Apr 24 03:08:54 +0000 2020, -97.011168, 32.655678, Let me go celebrate with everybody else ☹️ 
Roblopley, Fri Apr 24 03:08:54 +0000 2020, -109.436510, 26.606662, @DeniseDresserG Pide trabajo en el gobierno, necesitan una experta todóloga como tú... 
SovereignHeis, Fri Apr 24 03:08:54 +0000 2020, -80.307064, 25.976124, Sonn my r days I wonder , what really he on people’s mind !! 
ashleyn_xox, Fri Apr 24 03:08:54 +0000 2020, -74.066663, 40.718001, @xRasta__ I mean, it’s only right😎 
jmarks2015, Fri Apr 24 03:08:55 +0000 2020, -115.038337, 36.006256, You are great @coacharroyo and can’t wait for the season!! 
hsdecatur2349, Fri Apr 24 03:08:54 +0000 2020, -87.017952, 34.568331, We are open and ready to help you to get back to do what you Love. #HsDecatur #HealthSourceOfDecatur… https://t.co/IPOWwKCQEd 
JakeGaregnani, Fri Apr 24 03:08:55 +0000 2020, -117.104989, 32.810012, You hate to see it... 
aml_alanzi1, Fri Apr 24 03:08:55 +0000 2020, -117.104989, 32.810012, @Aaaa_____8 اللهم امين ربي يسعد قلبك ي روحي ♥️🥺 
oso1mex, Fri Apr 24 03:08:55 +0000 2020, -118.411907, 34.020789, #TrumpIsToBlame 
Ocho_Briggs8, Fri Apr 24 03:08:55 +0000 2020, -78.855078, 35.723200, INSANEEE 
steven_timoteo, Fri Apr 24 03:08:55 +0000 2020, -74.267242, 40.696176, Why they start playing fado music in money heist?? Lol Not gonna lie I got real excited 
austinblomquis2, Fri Apr 24 03:08:55 +0000 2020, -114.584753, 32.668218, Cardinals got the steal of the draft🤷🏼‍♂️ 
EvansEric10, Fri Apr 24 03:08:55 +0000 2020, -82.758371, 28.216251, @Blakeamrhein Whiffs https://t.co/AdEmjGKEb0 
sundaysundya, Fri Apr 24 03:08:55 +0000 2020, -79.980689, 40.431389, @ajmc9591A At least online? It's wild 
GualaSzatkowski, Fri Apr 24 03:08:55 +0000 2020, -119.228992, 34.289689, YESSSIR MIGHT BECOME A COWBOYS FAN AGAIN JUST FOR THIS 
Heezus35, Fri Apr 24 03:08:55 +0000 2020, -96.835249, 33.150140, @Dyl_Savage You https://t.co/zhmwTUGTSY 
iAmDArtis, Fri Apr 24 03:08:55 +0000 2020, -84.263061, 33.801361, @LDarian You won’t regret it! I’ve enjoyed every moment so far. 
hollymariego, Fri Apr 24 03:08:55 +0000 2020, -98.540651, 29.417501, @krisgothacker Yes I was really going again 
KeOndreHeckard, Fri Apr 24 03:08:55 +0000 2020, -96.863795, 32.604153, @Tremcgee99 D.C native Dwayne Haskins 
ThisKidAlex, Fri Apr 24 03:08:55 +0000 2020, -75.117998, 40.004866, @__WassupJay Eagles never draft well 
bethgsanders, Fri Apr 24 03:08:55 +0000 2020, -90.696841, 35.828626, @LizJostes @BravoTopChef here. 
Z71JAYHAWKS, Fri Apr 24 03:08:55 +0000 2020, -97.343915, 37.683897, The shoes Sean Payton 👍 
bamaboybornbred, Fri Apr 24 03:08:55 +0000 2020, -87.592685, 33.270700, @TideorDieChick What about Diggs? 
YousefSuede, Fri Apr 24 03:08:55 +0000 2020, -82.534462, 27.409002, @TracyWalkerIII 🔥 
christie98, Fri Apr 24 03:08:55 +0000 2020, -85.768241, 37.822244, @prince_scarf Staff that was dismissed (with little notice and not found other jobs with the RF) when Megs moved on… https://t.co/6o4Ar38VEX 
yari_alexandra3, Fri Apr 24 03:08:55 +0000 2020, -75.925021, 40.334119, @maddeline___xxx 😭😭 these men looking scary 
_TopFlightBoog, Fri Apr 24 03:08:56 +0000 2020, -100.076888, 31.168893, @Vizzy_Baby  a center 😂😂😂 
jayoplantern, Fri Apr 24 03:08:56 +0000 2020, -73.948775, 40.655138, @Tonyshealthtips @grantcohn This wide out class is the deepest  it has been in years. They have other needs like sa… https://t.co/b3D2dm4THc 
Sevej23Seve, Fri Apr 24 03:08:55 +0000 2020, -75.367830, 40.028360, @RaiderCody @CCRaiderNation @raidersoffical @MikeMayock     Guys. Some mocks had our guy at 66. How could he go 47… https://t.co/eIHoIkMl0q 
AmbitiousK__, Fri Apr 24 03:08:56 +0000 2020, -86.791549, 36.200008, Being high &gt; being drunk 
krazziK09, Fri Apr 24 03:08:56 +0000 2020, -87.967292, 43.056722, @LogicByP Like why would he do that in front of them ppl lmao 
KellyLoft, Fri Apr 24 03:08:56 +0000 2020, -95.791979, 44.452403, @BigFischCommish @natetykwinski Nate! He didn’t go to St Cloud. Minnesota State! 
iamjohaaan, Fri Apr 24 03:08:56 +0000 2020, -71.955533, 45.412629, @brokeboi691 J’étais énervé j’arrivais pas à rentrer fck sa 
emilylutes, Fri Apr 24 03:08:56 +0000 2020, -121.979527, 37.523645, @997now when’s the next giveawayyyyy 😭 
MattShumbris, Fri Apr 24 03:08:56 +0000 2020, -75.887711, 41.265433, https://t.co/Hm5uMmwdgM 
afallon1991, Fri Apr 24 03:08:56 +0000 2020, -87.627094, 40.154725, Ahem, STL Cardinal fans, but your stadium is the toliet! 
EastEnExplosion, Fri Apr 24 03:08:56 +0000 2020, -79.420865, 38.003376, https://t.co/RvztWP8SX3 
KBZO_, Fri Apr 24 03:08:56 +0000 2020, -97.116784, 32.573549, We need defense first!! 
iLLtwin84, Fri Apr 24 03:08:56 +0000 2020, -93.917657, 29.944512, @YvetteHealy @BadgerSoftball @umichsoftball @UMCoachHutch @CoachDeOliveira @PurdueSoftball @IndianaSB @OhioStateSB… https://t.co/fOLgpb00mp 
MizSwEEtNiz, Fri Apr 24 03:08:56 +0000 2020, -80.347603, 25.876218, @K_Sweets16 Didn’t she die years ago? 
lalaLOVE_redd, Fri Apr 24 03:08:56 +0000 2020, -86.680738, 32.576227, @mikeeastwood718 Thank you!! 
twdecastro, Fri Apr 24 03:08:56 +0000 2020, -118.411907, 34.020789, AND THAT is why #GotGVol2 is my favorite MCU film 😭#QuarantineWatchParty #GotGVol2 https://t.co/GGWIplBapL 
_CrystalMichele, Fri Apr 24 03:08:56 +0000 2020, -94.967991, 29.380046, Lmfaooo wtf 🤣🤔 
CuseWaterBoy, Fri Apr 24 03:08:56 +0000 2020, -76.243420, 43.049721, @am22_22 I'm more concerned with the DILF porn she's probably checking out. My father is a charismatic Italian man 
myasoobomb, Fri Apr 24 03:08:57 +0000 2020, -118.411907, 34.020789, @thefamousbree dass on my momma 
KissMyL__, Fri Apr 24 03:08:57 +0000 2020, -87.322169, 36.550984, Been wilding sis 
weatherbryan, Fri Apr 24 03:08:56 +0000 2020, -82.672903, 27.795720, ➡️ LIGHTNING: These storms will be very electric with frequent lightning. https://t.co/oJKKz1JpYN 
